shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
TCAR:AUTO_6166428,49.4028843,1.1245544,14,6654
TCAR:AUTO_6166428,49.4067652,1.1227555,15,7105
TCAR:AUTO_6166428,49.4083408,1.1221949,16,7285
TCAR:AUTO_6166428,49.4148586,1.1204109,17,8021
TCAR:AUTO_6166428,49.4185824,1.1177383,18,8479
TCAR:AUTO_6166428,49.421591,1.1158626,19,8840
TCAR:AUTO_6166428,49.4255909,1.1134122,20,9319
TCAR:AUTO_6166428,49.4280655,1.1118139,21,9617
TCAR:AUTO_6166428,49.427184,1.111928,22,9716
TCAR:AUTO_6166429,49.427184,1.111928,1,0
TCAR:AUTO_6166429,49.4251602,1.1134638,2,251
TCAR:AUTO_6166429,49.4211161,1.1159841,3,736
TCAR:AUTO_6166429,49.4188484,1.1173877,4,1008
TCAR:AUTO_6166429,49.414523,1.1205338,5,1541
TCAR:AUTO_6166429,49.4082052,1.1221155,6,2253
TCAR:AUTO_6166429,49.4063878,1.1227506,7,2460
TCAR:AUTO_6166429,49.4028645,1.1243759,8,2869
TCAR:AUTO_6166429,49.4003326,1.125427,9,3161
TCAR:AUTO_6166429,49.401776,1.131395,10,3623
TCAR:AUTO_6166429,49.3991031,1.1367744,11,4114
TCAR:AUTO_6166429,49.3974409,1.1535489,12,5345
TCAR:AUTO_6166429,49.3980277,1.1602528,13,5836
TCAR:AUTO_6166429,49.3992303,1.162882,14,6069
TCAR:AUTO_6166429,49.401074,1.1658546,15,6367
TCAR:AUTO_6166429,49.3999046,1.1707974,16,6748
TCAR:AUTO_6166429,49.3973489,1.1542393,17,7983
TCAR:AUTO_6166429,49.397823,1.1503878,18,8268
TCAR:AUTO_6166429,49.4026048,1.1460646,19,8885
TCAR:AUTO_6166429,49.4063734,1.142644,20,9373
TCAR:AUTO_6166430,49.3976944,1.1594776,1,0
TCAR:AUTO_6166430,49.3992303,1.162882,2,300
TCAR:AUTO_6166430,49.4015535,1.1643552,3,580
TCAR:AUTO_6166430,49.412196,1.1548055,4,1951
TCAR:AUTO_6166430,49.4143909,1.1505168,5,2347
TCAR:AUTO_6166430,49.4178043,1.1450091,6,2898
TCAR:AUTO_6166430,49.4190568,1.1399536,7,3290
TCAR:AUTO_6166430,49.418495,1.1356409,8,3609
TCAR:AUTO_6166430,49.4205124,1.1336673,9,3876
TCAR:AUTO_6166430,49.4230046,1.1313364,10,4200
TCAR:AUTO_6166430,49.424753,1.1348103,11,4519
TCAR:AUTO_6166431,49.4248562,1.1347959,1,0
TCAR:AUTO_6166431,49.4231301,1.1313059,2,317
TCAR:AUTO_6166431,49.4209198,1.1330794,3,595
TCAR:AUTO_6166431,49.4185242,1.135413,4,910
TCAR:AUTO_6166431,49.4192611,1.1406236,5,1297
TCAR:AUTO_6166431,49.4177497,1.1449415,6,1653
TCAR:AUTO_6166431,49.4142443,1.1504561,7,2211
TCAR:AUTO_6166431,49.4124926,1.1539037,8,2529
TCAR:AUTO_6166431,49.4014719,1.1642761,9,3967
TCAR:AUTO_6166431,49.3991737,1.162608,10,4250
TCAR:AUTO_6166431,49.3979887,1.1599371,11,4484
TCAR:AUTO_6166432,49.400697,1.1760914,1,0
TCAR:AUTO_6166432,49.3897392,1.1989659,2,2059
TCAR:AUTO_6166432,49.3855032,1.2082657,3,2883
TCAR:AUTO_6166432,49.3754301,1.2283615,4,4722
TCAR:AUTO_6166432,49.3723529,1.2344619,5,5282
TCAR:AUTO_6166432,49.3673564,1.2444141,6,6194
TCAR:AUTO_6166432,49.364436,1.2495565,7,6689
TCAR:AUTO_6166432,49.3607049,1.2527486,8,7164
TCAR:AUTO_6166432,49.3556319,1.2590973,9,7893
TCAR:AUTO_6166432,49.3555634,1.1890575,10,12981
TCAR:AUTO_6166432,49.3597432,1.1906903,11,13461
TCAR:AUTO_6166433,49.4321722,1.1461901,1,0
TCAR:AUTO_6166433,49.4333854,1.1416989,2,352
TCAR:AUTO_6166433,49.4330614,1.1371194,3,686
TCAR:AUTO_6166433,49.4337007,1.1327653,4,1010
TCAR:AUTO_6166433,49.4346211,1.1313662,5,1154
TCAR:AUTO_6166433,49.4345275,1.1274149,6,1441
TCAR:AUTO_6166433,49.4353507,1.1235108,7,1739
TCAR:AUTO_6166433,49.4354642,1.120505,8,1957
TCAR:AUTO_6166433,49.4358153,1.1161436,9,2276
TCAR:AUTO_6166433,49.4361655,1.1125811,10,2537
TCAR:AUTO_6166433,49.4370746,1.1083439,11,2860
TCAR:AUTO_6166433,49.4380776,1.1053855,12,3102
TCAR:AUTO_6166433,49.4395738,1.1049914,13,3271
TCAR:AUTO_6166433,49.4420726,1.1024789,14,3603
TCAR:AUTO_6166433,49.4443731,1.1058374,15,3957
TCAR:AUTO_6166433,49.4468149,1.1061025,16,4229
TCAR:AUTO_6166434,49.4227325,1.178447,1,0
TCAR:AUTO_6166434,49.4255182,1.1745509,2,419
TCAR:AUTO_6166434,49.4307147,1.1633728,3,1415
TCAR:AUTO_6166434,49.4313552,1.1608788,4,1609
TCAR:AUTO_6166434,49.4322403,1.1567674,5,1923
TCAR:AUTO_6166434,49.4335344,1.1522332,6,2282
TCAR:AUTO_6166434,49.4346968,1.15076,7,2450
TCAR:AUTO_6166434,49.4333434,1.1499381,8,2612
TCAR:AUTO_6166434,49.4317494,1.1497813,9,2789
TCAR:AUTO_6166434,49.4321722,1.1461901,10,3054
TCAR:AUTO_6166434,49.4333854,1.1416989,11,3407
TCAR:AUTO_6166434,49.4330614,1.1371194,12,3741
TCAR:AUTO_6166434,49.4337007,1.1327653,13,4065
TCAR:AUTO_6166434,49.4346211,1.1313662,14,4209
TCAR:AUTO_6166434,49.4345275,1.1274149,15,4496
TCAR:AUTO_6166434,49.4353507,1.1235108,16,4793
TCAR:AUTO_6166434,49.4354642,1.120505,17,5012
TCAR:AUTO_6166434,49.4358153,1.1161436,18,5330
TCAR:AUTO_6166434,49.4361655,1.1125811,19,5592
TCAR:AUTO_6166434,49.4370746,1.1083439,20,5915
TCAR:AUTO_6166434,49.4380776,1.1053855,21,6157
TCAR:AUTO_6166434,49.4395738,1.1049914,22,6326
TCAR:AUTO_6166434,49.4420726,1.1024789,23,6658
TCAR:AUTO_6166434,49.4439078,1.0992245,24,6970
TCAR:AUTO_6166435,49.470126,1.1416774,1,0
TCAR:AUTO_6166435,49.4687317,1.1412598,2,157
TCAR:AUTO_6166435,49.4671353,1.1406217,3,341
TCAR:AUTO_6166435,49.4671216,1.1374379,4,572
TCAR:AUTO_6166435,49.4659571,1.1314693,5,1023
TCAR:AUTO_6166435,49.4633004,1.1299192,6,1339
TCAR:AUTO_6166435,49.4614349,1.1311226,7,1565
TCAR:AUTO_6166435,49.4603871,1.1287612,8,1772
TCAR:AUTO_6166435,49.4595438,1.1261901,9,1980
TCAR:AUTO_6166435,49.4596197,1.1230185,10,2210
TCAR:AUTO_6166435,49.4576595,1.119275,11,2559
TCAR:AUTO_6166435,49.4566891,1.117479,12,2728
TCAR:AUTO_6166435,49.4594197,1.1127905,13,3183
TCAR:AUTO_6166435,49.4547364,1.105674,14,3917
TCAR:AUTO_6166435,49.4507377,1.0985634,15,4597
TCAR:AUTO_6166435,49.4478774,1.0999828,16,4932
TCAR:AUTO_6166435,49.4451068,1.0996226,17,5241
TCAR:AUTO_6166435,49.4438235,1.0988885,18,5393
TCAR:AUTO_6166436,49.4227325,1.178447,1,0
TCAR:AUTO_6166436,49.4255182,1.1745509,2,419
TCAR:AUTO_6166436,49.4307147,1.1633728,3,1415
TCAR:AUTO_6166436,49.4313552,1.1608788,4,1609
TCAR:AUTO_6166436,49.4322403,1.1567674,5,1923
TCAR:AUTO_6166436,49.4335344,1.1522332,6,2282
TCAR:AUTO_6166436,49.4346968,1.15076,7,2450
TCAR:AUTO_6166436,49.4333434,1.1499381,8,2612
TCAR:AUTO_6166436,49.4317494,1.1497813,9,2789
TCAR:AUTO_6166436,49.4321722,1.1461901,10,3054
TCAR:AUTO_6166436,49.4333854,1.1416989,11,3407
TCAR:AUTO_6166436,49.4330614,1.1371194,12,3741
TCAR:AUTO_6166436,49.4337007,1.1327653,13,4065
TCAR:AUTO_6166436,49.4346211,1.1313662,14,4209
TCAR:AUTO_6166436,49.4345275,1.1274149,15,4496
TCAR:AUTO_6166436,49.4353507,1.1235108,16,4793
TCAR:AUTO_6166436,49.4354642,1.120505,17,5012
TCAR:AUTO_6166436,49.4358153,1.1161436,18,5330
TCAR:AUTO_6166436,49.4361655,1.1125811,19,5592
TCAR:AUTO_6166436,49.4370746,1.1083439,20,5915
TCAR:AUTO_6166436,49.4380776,1.1053855,21,6157
TCAR:AUTO_6166436,49.4395738,1.1049914,22,6326
TCAR:AUTO_6166436,49.4420726,1.1024789,23,6658
TCAR:AUTO_6166436,49.4439078,1.0992245,24,6970
TCAR:AUTO_6166436,49.4455233,1.0999432,25,7157
TCAR:AUTO_6166436,49.4483612,1.0998472,26,7473
TCAR:AUTO_6166436,49.4516243,1.0982939,27,7853
TCAR:AUTO_6166436,49.4549748,1.1061506,28,8534
TCAR:AUTO_6166436,49.4591583,1.1129273,29,9210
TCAR:AUTO_6166436,49.4570208,1.1182979,30,9666
TCAR:AUTO_6166436,49.4577726,1.119796,31,9804
TCAR:AUTO_6166436,49.4593756,1.1228589,32,10088
TCAR:AUTO_6166436,49.4590974,1.1264625,33,10351
TCAR:AUTO_6166436,49.4600894,1.1286304,34,10543
TCAR:AUTO_6166436,49.4614466,1.1313963,35,10794
TCAR:AUTO_6166436,49.463421,1.129853,36,11041
TCAR:AUTO_6166436,49.4660433,1.1320048,37,11372
TCAR:AUTO_6166436,49.4670051,1.1374682,38,11782
TCAR:AUTO_6166436,49.4670047,1.1401423,39,11976
TCAR:AUTO_6166436,49.4689404,1.1414755,40,12212
TCAR:AUTO_6166436,49.470126,1.1416774,41,12344
TCAR:AUTO_6166438,49.4307147,1.1633728,1,0
TCAR:AUTO_6166438,49.4313552,1.1608788,2,194
TCAR:AUTO_6166438,49.4322403,1.1567674,3,508
TCAR:AUTO_6166438,49.4335344,1.1522332,4,867
TCAR:AUTO_6166438,49.4346968,1.15076,5,1035
TCAR:AUTO_6166438,49.4333434,1.1499381,6,1197
TCAR:AUTO_6166438,49.4317494,1.1497813,7,1374
TCAR:AUTO_6166438,49.4321722,1.1461901,8,1639
TCAR:AUTO_6166438,49.4333854,1.1416989,9,1992
TCAR:AUTO_6166438,49.4330614,1.1371194,10,2326
TCAR:AUTO_6166438,49.4337007,1.1327653,11,2649
TCAR:AUTO_6166438,49.4346211,1.1313662,12,2794
TCAR:AUTO_6166438,49.4345275,1.1274149,13,3080
TCAR:AUTO_6166438,49.4353507,1.1235108,14,3378
TCAR:AUTO_6166438,49.4354642,1.120505,15,3596
TCAR:AUTO_6166438,49.4358153,1.1161436,16,3915
TCAR:AUTO_6166438,49.4361655,1.1125811,17,4176
TCAR:AUTO_6166438,49.4370746,1.1083439,18,4500
TCAR:AUTO_6166438,49.4380776,1.1053855,19,4742
TCAR:AUTO_6166438,49.4395738,1.1049914,20,4911
TCAR:AUTO_6166438,49.4420726,1.1024789,21,5243
TCAR:AUTO_6166438,49.4439078,1.0992245,22,5555
TCAR:AUTO_6166438,49.4455233,1.0999432,23,5742
TCAR:AUTO_6166438,49.4483612,1.0998472,24,6058
TCAR:AUTO_6166438,49.4516243,1.0982939,25,6438
TCAR:AUTO_6166438,49.4549748,1.1061506,26,7118
TCAR:AUTO_6166438,49.4591583,1.1129273,27,7795
TCAR:AUTO_6166438,49.4570208,1.1182979,28,8251
TCAR:AUTO_6166438,49.4577726,1.119796,29,8388
TCAR:AUTO_6166438,49.4593756,1.1228589,30,8673
TCAR:AUTO_6166438,49.4590974,1.1264625,31,8936
TCAR:AUTO_6166438,49.4600894,1.1286304,32,9128
TCAR:AUTO_6166438,49.4614466,1.1313963,33,9379
TCAR:AUTO_6166438,49.463421,1.129853,34,9626
TCAR:AUTO_6166438,49.4660433,1.1320048,35,9956
TCAR:AUTO_6166438,49.4670051,1.1374682,36,10367
TCAR:AUTO_6166438,49.4670047,1.1401423,37,10560
TCAR:AUTO_6166438,49.4689404,1.1414755,38,10796
TCAR:AUTO_6166438,49.470126,1.1416774,39,10929
TCAR:AUTO_6166439,49.4439078,1.0992245,1,0
TCAR:AUTO_6166439,49.4455233,1.0999432,2,187
TCAR:AUTO_6166439,49.4483612,1.0998472,3,502
TCAR:AUTO_6166439,49.4516243,1.0982939,4,882
TCAR:AUTO_6166439,49.4549748,1.1061506,5,1563
TCAR:AUTO_6166439,49.4591583,1.1129273,6,2240
TCAR:AUTO_6166439,49.4570208,1.1182979,7,2696
TCAR:AUTO_6166439,49.4577726,1.119796,8,2833
TCAR:AUTO_6166439,49.4593756,1.1228589,9,3118
TCAR:AUTO_6166439,49.4590974,1.1264625,10,3381
TCAR:AUTO_6166439,49.4600894,1.1286304,11,3573
TCAR:AUTO_6166439,49.4614466,1.1313963,12,3824
TCAR:AUTO_6166439,49.463421,1.129853,13,4070
TCAR:AUTO_6166439,49.4660433,1.1320048,14,4401
TCAR:AUTO_6166439,49.4670051,1.1374682,15,4811
TCAR:AUTO_6166439,49.4670047,1.1401423,16,5005
TCAR:AUTO_6166439,49.4689404,1.1414755,17,5241
TCAR:AUTO_6166439,49.470126,1.1416774,18,5374
TCAR:AUTO_6166441,49.4438235,1.0988885,1,0
TCAR:AUTO_6166441,49.4416356,1.1027926,2,373
TCAR:AUTO_6166441,49.4395009,1.1048829,3,655
TCAR:AUTO_6166441,49.4378337,1.1061353,4,861
TCAR:AUTO_6166441,49.4369932,1.1082908,5,1043
TCAR:AUTO_6166441,49.4360345,1.1129562,6,1398
TCAR:AUTO_6166441,49.4352046,1.1161581,7,1648
TCAR:AUTO_6166441,49.4346014,1.1186934,8,1844
TCAR:AUTO_6166441,49.433799,1.1219771,9,2098
TCAR:AUTO_6166441,49.4332437,1.1257095,10,2376
TCAR:AUTO_6166441,49.4342099,1.1279872,11,2573
TCAR:AUTO_6166441,49.4345115,1.1311897,12,2807
TCAR:AUTO_6166441,49.4336817,1.1326556,13,2948
TCAR:AUTO_6166441,49.432973,1.1363639,14,3228
TCAR:AUTO_6166441,49.4332761,1.1415499,15,3606
TCAR:AUTO_6166441,49.4321089,1.1461503,16,3964
TCAR:AUTO_6166441,49.4316433,1.1499491,17,4245
TCAR:AUTO_6166441,49.4332037,1.1501282,18,4419
TCAR:AUTO_6166441,49.4346683,1.1506091,19,4585
TCAR:AUTO_6166441,49.4334254,1.1521118,20,4761
TCAR:AUTO_6166441,49.4321398,1.1565907,21,5116
TCAR:AUTO_6166441,49.4312467,1.1608124,22,5438
TCAR:AUTO_6166441,49.4306496,1.1631402,23,5620
TCAR:AUTO_6166441,49.4253082,1.1746667,24,6645
TCAR:AUTO_6166441,49.4227325,1.178447,25,7042
TCAR:AUTO_6166442,49.470126,1.1416774,1,0
TCAR:AUTO_6166442,49.4687317,1.1412598,2,157
TCAR:AUTO_6166442,49.4671353,1.1406217,3,341
TCAR:AUTO_6166442,49.4671216,1.1374379,4,572
TCAR:AUTO_6166442,49.4659571,1.1314693,5,1023
TCAR:AUTO_6166442,49.4633004,1.1299192,6,1339
TCAR:AUTO_6166442,49.4614349,1.1311226,7,1565
TCAR:AUTO_6166442,49.4603871,1.1287612,8,1772
TCAR:AUTO_6166442,49.4595438,1.1261901,9,1980
TCAR:AUTO_6166442,49.4596197,1.1230185,10,2210
TCAR:AUTO_6166442,49.4576595,1.119275,11,2559
TCAR:AUTO_6166442,49.4566891,1.117479,12,2728
TCAR:AUTO_6166442,49.4594197,1.1127905,13,3183
TCAR:AUTO_6166442,49.4547364,1.105674,14,3917
TCAR:AUTO_6166442,49.4507377,1.0985634,15,4597
TCAR:AUTO_6166442,49.4478774,1.0999828,16,4932
TCAR:AUTO_6166442,49.4451068,1.0996226,17,5241
TCAR:AUTO_6166442,49.4438235,1.0988885,18,5393
TCAR:AUTO_6166442,49.4416356,1.1027926,19,5767
TCAR:AUTO_6166442,49.4395009,1.1048829,20,6048
TCAR:AUTO_6166442,49.4378337,1.1061353,21,6255
TCAR:AUTO_6166442,49.4369932,1.1082908,22,6437
TCAR:AUTO_6166442,49.4360345,1.1129562,23,6792
TCAR:AUTO_6166442,49.4352046,1.1161581,24,7042
TCAR:AUTO_6166442,49.4346014,1.1186934,25,7237
TCAR:AUTO_6166442,49.433799,1.1219771,26,7492
TCAR:AUTO_6166442,49.4332437,1.1257095,27,7770
TCAR:AUTO_6166442,49.4342099,1.1279872,28,7967
TCAR:AUTO_6166442,49.4345115,1.1311897,29,8201
TCAR:AUTO_6166442,49.4336817,1.1326556,30,8342
TCAR:AUTO_6166442,49.432973,1.1363639,31,8622
TCAR:AUTO_6166442,49.4332761,1.1415499,32,9000
TCAR:AUTO_6166442,49.4321089,1.1461503,33,9358
TCAR:AUTO_6166442,49.4316433,1.1499491,34,9638
TCAR:AUTO_6166442,49.4332037,1.1501282,35,9813
TCAR:AUTO_6166442,49.4346683,1.1506091,36,9979
TCAR:AUTO_6166442,49.4334254,1.1521118,37,10155
TCAR:AUTO_6166442,49.4321398,1.1565907,38,10510
TCAR:AUTO_6166442,49.4312467,1.1608124,39,10832
TCAR:AUTO_6166442,49.4306496,1.1631402,40,11013
TCAR:AUTO_6166442,49.4253082,1.1746667,41,12039
TCAR:AUTO_6166442,49.4227325,1.178447,42,12436
TCAR:AUTO_6166443,49.470126,1.1416774,1,0
TCAR:AUTO_6166443,49.4687317,1.1412598,2,157
TCAR:AUTO_6166443,49.4671353,1.1406217,3,341
TCAR:AUTO_6166443,49.4671216,1.1374379,4,572
TCAR:AUTO_6166443,49.4659571,1.1314693,5,1023
TCAR:AUTO_6166443,49.4633004,1.1299192,6,1339
TCAR:AUTO_6166443,49.4614349,1.1311226,7,1565
TCAR:AUTO_6166443,49.4603871,1.1287612,8,1772
TCAR:AUTO_6166443,49.4595438,1.1261901,9,1980
TCAR:AUTO_6166443,49.4596197,1.1230185,10,2210
TCAR:AUTO_6166443,49.4576595,1.119275,11,2559
TCAR:AUTO_6166443,49.4566891,1.117479,12,2728
TCAR:AUTO_6166443,49.4594197,1.1127905,13,3183
TCAR:AUTO_6166443,49.4547364,1.105674,14,3917
TCAR:AUTO_6166443,49.4507377,1.0985634,15,4597
TCAR:AUTO_6166443,49.4478774,1.0999828,16,4932
TCAR:AUTO_6166443,49.4451068,1.0996226,17,5241
TCAR:AUTO_6166443,49.4438235,1.0988885,18,5393
TCAR:AUTO_6166443,49.4416356,1.1027926,19,5767
TCAR:AUTO_6166443,49.4395009,1.1048829,20,6048
TCAR:AUTO_6166443,49.4378337,1.1061353,21,6255
TCAR:AUTO_6166443,49.4369932,1.1082908,22,6437
TCAR:AUTO_6166443,49.4360345,1.1129562,23,6792
TCAR:AUTO_6166443,49.4352046,1.1161581,24,7042
TCAR:AUTO_6166443,49.4346014,1.1186934,25,7237
TCAR:AUTO_6166443,49.433799,1.1219771,26,7492
TCAR:AUTO_6166443,49.4332437,1.1257095,27,7770
TCAR:AUTO_6166443,49.4342099,1.1279872,28,7967
TCAR:AUTO_6166443,49.4345115,1.1311897,29,8201
TCAR:AUTO_6166443,49.4336817,1.1326556,30,8342
TCAR:AUTO_6166443,49.432973,1.1363639,31,8622
TCAR:AUTO_6166443,49.4332761,1.1415499,32,9000
TCAR:AUTO_6166443,49.4321089,1.1461503,33,9358
TCAR:AUTO_6166443,49.4316433,1.1499491,34,9638
TCAR:AUTO_6166443,49.4332037,1.1501282,35,9813
TCAR:AUTO_6166443,49.4346683,1.1506091,36,9979
TCAR:AUTO_6166443,49.4334254,1.1521118,37,10155
TCAR:AUTO_6166443,49.4321398,1.1565907,38,10510
TCAR:AUTO_6166443,49.4312467,1.1608124,39,10832
TCAR:AUTO_6166443,49.4306496,1.1631402,40,11013
TCAR:AUTO_6166444,49.414395,1.0904496,1,0
TCAR:AUTO_6166444,49.4102874,1.0937438,2,515
TCAR:AUTO_6166444,49.4087016,1.0950352,3,715
TCAR:AUTO_6166444,49.4058288,1.0978583,4,1094
TCAR:AUTO_6166444,49.4015667,1.0992553,5,1579
TCAR:AUTO_6166444,49.3989571,1.0997175,6,1871
TCAR:AUTO_6166444,49.3971411,1.1022253,7,2143
TCAR:AUTO_6166444,49.3930909,1.1032726,8,2600
TCAR:AUTO_6166444,49.3894111,1.0992596,9,3102
TCAR:AUTO_6166444,49.3854602,1.0994651,10,3542
TCAR:AUTO_6166444,49.3805385,1.1005058,11,4095
TCAR:AUTO_6166444,49.3775966,1.1018701,12,4436
TCAR:AUTO_6166444,49.3747736,1.1025572,13,4754
TCAR:AUTO_6166444,49.3719622,1.1035054,14,5075
TCAR:AUTO_6166444,49.3701092,1.1052594,15,5317
TCAR:AUTO_6166444,49.3646107,1.105044,16,5929
TCAR:AUTO_6166444,49.3631828,1.103345,17,6130
TCAR:AUTO_6166444,49.3638851,1.0991187,18,6446
TCAR:AUTO_6166444,49.3614739,1.0987917,19,6716
TCAR:AUTO_6166444,49.3575086,1.0965323,20,7186
TCAR:AUTO_6166444,49.3554706,1.0951541,21,7434
TCAR:AUTO_6166444,49.3516921,1.092935,22,7884
TCAR:AUTO_6166444,49.3496479,1.0950887,23,8160
TCAR:AUTO_6166444,49.3466295,1.0960006,24,8502
TCAR:AUTO_6166444,49.3448832,1.0928555,25,8802
TCAR:AUTO_6166444,49.3431952,1.0905798,26,9052
TCAR:AUTO_6166444,49.339978,1.0896439,27,9417
TCAR:AUTO_6166444,49.3396486,1.0942718,28,9755
TCAR:AUTO_6166444,49.3399322,1.0991187,29,10109
TCAR:AUTO_6166444,49.340449,1.1015426,30,10294
TCAR:AUTO_6166444,49.3323802,1.1004006,31,11195
TCAR:AUTO_6166444,49.3308464,1.0954197,32,11595
TCAR:AUTO_6166444,49.3284685,1.0957134,33,11861
TCAR:AUTO_6166445,49.414395,1.0904496,1,0
TCAR:AUTO_6166445,49.4102874,1.0937438,2,515
TCAR:AUTO_6166445,49.4087016,1.0950352,3,715
TCAR:AUTO_6166445,49.4058288,1.0978583,4,1094
TCAR:AUTO_6166445,49.4015667,1.0992553,5,1579
TCAR:AUTO_6166445,49.3989571,1.0997175,6,1871
TCAR:AUTO_6166445,49.3971411,1.1022253,7,2143
TCAR:AUTO_6166445,49.3930909,1.1032726,8,2600
TCAR:AUTO_6166445,49.3894111,1.0992596,9,3102
TCAR:AUTO_6166445,49.3854602,1.0994651,10,3542
TCAR:AUTO_6166445,49.3805385,1.1005058,11,4095
TCAR:AUTO_6166445,49.3775966,1.1018701,12,4436
TCAR:AUTO_6166445,49.3747736,1.1025572,13,4754
TCAR:AUTO_6166445,49.3719622,1.1035054,14,5075
TCAR:AUTO_6166445,49.3701092,1.1052594,15,5317
TCAR:AUTO_6166445,49.3646107,1.105044,16,5929
TCAR:AUTO_6166445,49.3631828,1.103345,17,6130
TCAR:AUTO_6166445,49.3638851,1.0991187,18,6446
TCAR:AUTO_6166445,49.3614739,1.0987917,19,6716
TCAR:AUTO_6166445,49.3575086,1.0965323,20,7186
TCAR:AUTO_6166445,49.3554706,1.0951541,21,7434
TCAR:AUTO_6166445,49.3516921,1.092935,22,7884
TCAR:AUTO_6166445,49.3496479,1.0950887,23,8160
TCAR:AUTO_6166445,49.3466295,1.0960006,24,8502
TCAR:AUTO_6166445,49.3448832,1.0928555,25,8802
TCAR:AUTO_6166445,49.3431952,1.0905798,26,9052
TCAR:AUTO_6166445,49.339978,1.0896439,27,9417
TCAR:AUTO_6166445,49.3396486,1.0942718,28,9755
TCAR:AUTO_6166445,49.3399322,1.0991187,29,10109
TCAR:AUTO_6166445,49.340449,1.1015426,30,10294
TCAR:AUTO_6166445,49.3323802,1.1004006,31,11195
TCAR:AUTO_6166445,49.3308464,1.0954197,32,11595
TCAR:AUTO_6166445,49.3284685,1.0957134,33,11861
TCAR:AUTO_6166449,49.3284685,1.0957134,1,0
TCAR:AUTO_6166449,49.3311678,1.0954424,2,300
TCAR:AUTO_6166449,49.3324357,1.1005505,3,698
TCAR:AUTO_6166449,49.3427503,1.1012264,4,1846
TCAR:AUTO_6166449,49.3417892,1.0979739,5,2105
TCAR:AUTO_6166449,49.3397104,1.0941741,6,2465
TCAR:AUTO_6166449,49.3400758,1.0895452,7,2804
TCAR:AUTO_6166449,49.3433463,1.091066,8,3184
TCAR:AUTO_6166449,49.3451988,1.0931796,9,3441
TCAR:AUTO_6166449,49.3463331,1.0960078,10,3682
TCAR:AUTO_6166449,49.3499229,1.0949587,11,4089
TCAR:AUTO_6166449,49.3528732,1.0933328,12,4438
TCAR:AUTO_6166449,49.3552007,1.0951194,13,4727
TCAR:AUTO_6166449,49.3579153,1.0969777,14,5058
TCAR:AUTO_6166449,49.3612233,1.098894,15,5451
TCAR:AUTO_6166449,49.3637254,1.0995391,16,5733
TCAR:AUTO_6166449,49.3631181,1.1031678,17,6006
TCAR:AUTO_6166449,49.3645945,1.1052095,18,6227
TCAR:AUTO_6166449,49.3706032,1.105024,19,6895
TCAR:AUTO_6166449,49.3725176,1.1033407,20,7141
TCAR:AUTO_6166449,49.3747756,1.1027498,21,7395
TCAR:AUTO_6166449,49.3777415,1.1019767,22,7730
TCAR:AUTO_6166449,49.3809786,1.1005003,23,8106
TCAR:AUTO_6166449,49.3849415,1.0996978,24,8550
TCAR:AUTO_6166449,49.3894848,1.0994368,25,9056
TCAR:AUTO_6166449,49.3924669,1.1028747,26,9471
TCAR:AUTO_6166449,49.3971621,1.1016467,27,10001
TCAR:AUTO_6166449,49.3990751,1.0998386,28,10251
TCAR:AUTO_6166449,49.4021779,1.0992819,29,10598
TCAR:AUTO_6166449,49.4059993,1.0978404,30,11036
TCAR:AUTO_6166449,49.4090057,1.0949039,31,11432
TCAR:AUTO_6166449,49.4113851,1.0930287,32,11730
TCAR:AUTO_6166449,49.4142037,1.090406,33,12097
TCAR:AUTO_6166449,49.414395,1.0904496,34,12118
TCAR:AUTO_6166451,49.3645945,1.1052095,1,0
TCAR:AUTO_6166451,49.3706032,1.105024,2,668
TCAR:AUTO_6166451,49.3725176,1.1033407,3,913
TCAR:AUTO_6166451,49.3747756,1.1027498,4,1168
TCAR:AUTO_6166451,49.3777415,1.1019767,5,1503
TCAR:AUTO_6166451,49.3809786,1.1005003,6,1878
TCAR:AUTO_6166451,49.3849415,1.0996978,7,2323
TCAR:AUTO_6166451,49.3894848,1.0994368,8,2829
TCAR:AUTO_6166451,49.3924669,1.1028747,9,3244
TCAR:AUTO_6166451,49.3971621,1.1016467,10,3773
TCAR:AUTO_6166451,49.3990751,1.0998386,11,4023
TCAR:AUTO_6166451,49.4021779,1.0992819,12,4371
TCAR:AUTO_6166451,49.4059993,1.0978404,13,4809
TCAR:AUTO_6166451,49.4090057,1.0949039,14,5205
TCAR:AUTO_6166451,49.4113851,1.0930287,15,5503
TCAR:AUTO_6166451,49.4142037,1.090406,16,5869
TCAR:AUTO_6166451,49.414395,1.0904496,17,5891
TCAR:AUTO_6166452,49.3427503,1.1012264,1,0
TCAR:AUTO_6166452,49.3417892,1.0979739,2,259
TCAR:AUTO_6166452,49.3397104,1.0941741,3,619
TCAR:AUTO_6166452,49.3400758,1.0895452,4,958
TCAR:AUTO_6166452,49.3433463,1.091066,5,1338
TCAR:AUTO_6166452,49.3451988,1.0931796,6,1595
TCAR:AUTO_6166452,49.3463331,1.0960078,7,1836
TCAR:AUTO_6166452,49.3499229,1.0949587,8,2243
TCAR:AUTO_6166452,49.3528732,1.0933328,9,2591
TCAR:AUTO_6166452,49.3552007,1.0951194,10,2881
TCAR:AUTO_6166452,49.3579153,1.0969777,11,3212
TCAR:AUTO_6166452,49.3612233,1.098894,12,3605
